open,high,low,pricetoearningratio,pricetosalesratio,close,closet1
0.777883104,0.708286021,0.776171116,0.946250521,0.884459406,0.294772282,0.743763703
0.783534993,0.755667574,0.803562741,0.970420334,0.908934865,0.724577038,0.76262505
0.677763919,0.737196799,0.772020869,1.011598533,0.950765649,0.743514795,0.795427393
0.496096044,0.548473662,0.576129245,0.786908793,0.724256402,0.776450026,0.619114799
0.591370752,0.538033659,0.55952826,0.714399355,0.651275034,0.599423162,0.562530757
0.610748659,0.613522914,0.67075486,0.791384685,0.728261477,0.54260989,0.622395033
0.219960875,0.518759807,0.303873089,0.688439186,0.625019542,0.602716685,0.542029292
0.036678174,0.139707379,0.115451908,0.264124697,0.197811532,0.522025371,0.209905568
0.017300267,-0.008058822,0.036597229,0.009894075,-0.058513274,0.188556164,0.010631334
-0.057789121,0.020048879,-0.091230356,0.065395127,-0.002442223,-0.011525361,0.054094438
0.099656371,0.06823351,0.122092302,0.48254819,0.430995904,0.032113819,0.090997074
-0.097352347,-0.003240359,-0.033956958,0.382288226,0.330424018,0.069165954,0.014731626
-0.178901037,-0.23613274,-0.174235282,0.06897584,0.013578078,-0.007408457,-0.225545537
-0.192384831,-0.247375821,-0.170915085,0.083298692,0.028708361,-0.248659019,-0.214064717
-0.148219352,-0.212040425,-0.16543676,0.071661374,0.017138144,-0.237131689,-0.223085361
-0.193434467,-0.18794811,-0.124432326,0.162969556,0.108809863,-0.246188877,-0.153380382
-0.226538391,-0.264240441,-0.181705725,0.067185483,0.012688061,-0.176201513,-0.226365596
-0.312124146,-0.366231243,-0.292102276,-0.079623749,-0.135499718,-0.2494824,-0.338713621
-0.410628504,-0.346957391,-0.349375675,-0.060825006,-0.117254375,-0.362285564,-0.324772625
-0.357339261,-0.420840491,-0.408309172,-0.249707616,-0.307272938,-0.348288091,-0.469102935
-0.395287662,-0.417628182,-0.353525921,-0.194206565,-0.251201887,-0.493203105,-0.426459889
-0.389635772,-0.430477417,-0.373447103,-0.126173018,-0.18311561,-0.450387305,-0.374796198
-0.354917023,-0.390323558,-0.358506216,-0.210319773,-0.267222187,-0.398514318,-0.438760767
-0.379946819,-0.408794333,-0.361826413,-0.129753731,-0.186230669,-0.462738017,-0.377256374
-0.271753507,-0.312425072,-0.440681093,-0.147657296,-0.204476011,-0.40098446,-0.39119737
-0.218464263,-0.269942289,-0.204947104,0.017055501,-0.03804289,-0.414981933,-0.264908349
-0.207967897,-0.245769666,-0.174235282,0.034959066,-0.019797548,-0.288181296,-0.250967353
-0.162752782,-0.218465042,-0.159294395,0.069871018,0.014913103,-0.274183823,-0.224725478
-0.168404671,-0.142975788,-0.129412622,0.108363682,0.053628828,-0.247835639,-0.19520337
-0.246723711,-0.188751187,-0.182535774,0.188929725,0.134620347,-0.218193931,-0.133698976
-0.209582723,-0.250588129,-0.192496365,0.074346909,0.019363186,-0.156440374,-0.221445244
-0.20877531,-0.238541972,-0.195816562,0.069871018,0.014913103,-0.244542116,-0.224725478
-0.17082691,-0.220071197,-0.155144149,0.098516722,0.043838645,-0.247835639,-0.202583897
-0.212004961,-0.220874274,-0.180875676,0.119105821,0.064754037,-0.225604358,-0.187002784
-0.435658301,-0.257012747,-0.394198334,0.085089048,0.030043386,-0.209960124,-0.213244658
-0.558385043,-0.483480511,-0.560208185,-0.228223338,-0.285912538,-0.236308308,-0.452701763
-0.388020947,-0.441720498,-0.416609664,-0.254183507,-0.311723022,-0.47673549,-0.472383169
-0.407398853,-0.454248502,-0.395028384,-0.223747447,-0.281462454,-0.496496628,-0.449421529
-0.521647761,-0.452963578,-0.46558257,-0.170036752,-0.227171436,-0.473441967,-0.4084186
-0.338768767,-0.356594317,-0.468072718,-0.340120619,-0.39805464,-0.432272929,-0.537987855
-0.476836352,-0.46099435,-0.426570255,-0.166456039,-0.223166361,-0.562367089,-0.405138366
-0.428391586,-0.501148209,-0.45479193,-0.324007411,-0.38203434,-0.428979406,-0.525686977
-0.450999143,-0.499542054,-0.424080108,-0.248812438,-0.306382922,-0.550016377,-0.468282876
-0.556770217,-0.521225138,-0.526591191,-0.272982251,-0.331303389,-0.492379724,-0.487144223
-0.565651758,-0.609563628,-0.541947102,-0.430533622,-0.490171367,-0.511317482,-0.607692834
-0.601985333,-0.627231326,-0.5436072,-0.408154166,-0.467475942,-0.632354453,-0.590471604
-0.569688822,-0.633093789,-0.558548087,-0.415315592,-0.473706059,-0.615063457,-0.595391956
-0.610866873,-0.678628265,-0.690525919,-0.464550395,-0.523546993,-0.620003742,-0.63311465
-0.593911205,-0.59751747,-0.5436072,-0.429638444,-0.488836342,-0.657879257,-0.606872776
-0.585029664,-0.583062081,-0.546097348,-0.374137392,-0.432765291,-0.631531072,-0.56422973
-0.560403575,-0.599926702,-0.562200304,-0.393831314,-0.452345658,-0.588715273,-0.578990784
-0.607637222,-0.595108239,-0.562698333,-0.346386867,-0.404729766,-0.603536127,-0.542908207
-0.509132863,-0.559050073,-0.548587496,-0.434114335,-0.493286426,-0.567307373,-0.61015301
-0.679496959,-0.569409769,-0.645288234,-0.345491689,-0.40339474,-0.634824595,-0.542088148
-0.744897394,-0.787445223,-0.719577642,-0.645376401,-0.706445423,-0.566483992,-0.77170455
-0.740052918,-0.787445223,-0.754439711,-0.651642649,-0.712675539,-0.797030605,-0.776624902
-0.839364689,-0.849683704,-0.837444637,-0.681183531,-0.74204609,-0.801970889,-0.798766483
-0.720675011,-0.783831375,-0.752779613,-0.694611205,-0.755841349,-0.82420217,-0.809427245
-0.797379225,-0.812742154,-0.768550549,-0.632843906,-0.693095172,-0.83490612,-0.761863847
-0.81352748,-0.842456009,-0.779341189,-0.67670764,-0.737596007,-0.787150036,-0.795486249
-0.904765124,-0.91633911,-0.852385523,-0.781443495,-0.843507992,-0.820908647,-0.875851989
-0.858742596,-0.910717569,-0.873966804,-0.821726516,-0.884003752,-0.901599961,-0.906604186
-0.870853788,-0.881003714,-0.892227888,-0.803822951,-0.866203418,-0.93247674,-0.89307322
-1.036373407,-0.975766821,-1.005944636,-0.856638467,-0.919159411,-0.918890957,-0.93325609
-1.067862505,-1.077757622,-1.047447098,-1.041940364,-1.106062915,-0.959236614,-1.075126224
-1.117922097,-1.148428414,-1.105550546,-1.167265319,-1.232890293,-1.101681486,-1.171073078
-1.183322532,-1.188180734,-1.182745127,-1.135038902,-1.200404684,-1.198017035,-1.14647132
-1.207544916,-1.206249971,-1.174444634,-1.176217101,-1.241345452,-1.173315612,-1.177633546
-1.272945351,-1.216689974,-1.238358427,-1.230822974,-1.296526486,-1.204604081,-1.219456534
-1.386790552,-1.344379245,-1.367016062,-1.363309355,-1.430473998,-1.246596499,-1.321143797
-1.4529984,-1.449582355,-1.428439707,-1.493110201,-1.561306451,-1.348695713,-1.420370885
-1.480046728,-1.433520812,-1.459981578,-1.552191965,-1.620937569,-1.448324785,-1.465474107
-1.556347235,-1.345182322,-1.523895371,-1.528917331,-1.596907118,-1.493610727,-1.447432819
-2.031105948,-2.075982554,-2.054296845,-2.195825124,-2.075291088,-1.47549635,-2.054276166
-2.04886903,-2.056708702,-2.050976648,-2.166284242,-2.044140504,-2.084798112,-2.031314526
-1.951172083,-1.998887145,-1.972952018,-2.13137229,-2.008984844,-2.061743451,-2.005072652
-1.989120484,-1.99165945,-1.972952018,-2.132267469,-2.009874861,-2.035395267,-2.00589271
-2.090047081,-2.018964074,-2.08251852,-2.138533716,-2.016549986,-2.036218647,-2.010813062
-2.160291993,-2.17957951,-2.147262362,-2.345319891,-2.22792895,-2.041158932,-2.16744425
-2.123958418,-2.12256103,-2.124851032,-2.333682574,-2.215913724,-2.198424657,-2.158423606
-2.087624843,-2.151471809,-2.127756204,-2.342634357,-2.224813891,-2.189367468,-2.164984074
-2.172403184,-2.180382587,-2.158053002,-2.365908991,-2.24928935,-2.195954515,-2.183025363
-2.123958418,-2.147456423,-2.129831327,-2.343529535,-2.225703908,-2.214068891,-2.165804133
-2.257988939,-2.168336429,-2.253508666,-2.342634357,-2.224813891,-2.196777895,-2.164984074
-2.195818155,-2.218127214,-2.20453576,-2.446475033,-2.331170885,-2.195954515,-2.243709698
-2.21317753,-2.243825684,-2.254338716,-2.423200399,-2.308030451,-2.274999067,-2.226488468
-2.225692428,-2.193231822,-2.221966795,-2.369489704,-2.252404408,-2.257708071,-2.185485539
-2.223270189,-2.237401067,-2.246868272,-2.438418429,-2.323160735,-2.216539034,-2.237969288
-2.289478037,-2.233385681,-2.276750045,-2.451846103,-2.336510985,-2.269235402,-2.247809991
-2.383945332,-2.335376482,-2.398767286,-2.568219275,-2.45621823,-2.279115971,-2.336376317
-2.453382831,-2.439455285,-2.453550537,-2.709657438,-2.600400933,-2.368041093,-2.442983932
-2.45903472,-2.467884217,-2.458530832,-2.773215093,-2.665372151,-2.475080592,-2.491367389
-2.463071784,-2.482339606,-2.540705709,-2.758892241,-2.651131884,-2.523660057,-2.480706627
